"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202310","9호선","마곡나루(서울식물원)","30","0","5072","1594","10462","12481","29731","20992","30154","52696","16976","23840","12781","15347","13809","14016","16217","13819","17012","16797","16955","14937","19933","17574","25007","19009","42878","25518","47109","38815","22797","30544","18754","18004","17218","17437","13910","15236","6739","9985","855","3547","0","118","0","0","0","0","20231103"
"202310","9호선","사평","1","0","996","252","3217","1755","12133","5060","13577","8282","8886","3952","6537","3799","5891","3593","6839","4825","6436","6341","5530","5729","6320","7211","8212","7416","7864","9147","8414","12883","4829","8664","3349","6345","2359","5667","1992","5317","623","2656","124","754","0","1","0","0","0","0","20231103"
"202310","9호선","샛강","16","0","1170","1038","2498","3962","5236","16819","6526","35489","5434","14582","5508","9378","6604","7762","7373","8082","8234","8629","9078","7145","10026","8765","12509","8874","21172","11533","30052","14722","12321","9018","13477","4598","16645","3890","11364","3479","4579","1959","715","790","0","3","0","0","0","0","20231103"
"202310","9호선","선유도","0","0","2295","1285","6373","4436","21295","14085","26635","39922","13259","19979","10197","8178","9504","8394","10719","8601","9927","8686","9852","10000","10917","9362","13778","10849","25662","14809","37196","21874","13635","16355","8425","9623","6525","9625","4912","8479","2024","5540","273","1621","0","0","0","0","0","0","20231103"
"202310","9호선","신논현","60","0","4474","1416","12622","14508","31147","35548","41139","80999","32705","94212","29421","53447","34513","41657","40274","44439","44153","46147","47059","47658","53339","44616","65096","52146","82782","70505","103177","90852","73862","56658","57621","34144","61315","31836","53039","25036","27082","14274","3943","3426","0","362","0","0","0","0","20231103"
"202310","9호선","신목동","1","0","2589","380","6369","1957","20379","3995","19848","5424","10051","3169","7349","3458","6795","2909","6174","3710","5568","4752","5302","4669","5086","5865","6588","6902","7148","9245","5770","14735","2955","11954","2138","7477","1783","6919","1741","6317","688","3391","138","1165","0","24","0","0","0","0","20231103"
"202310","9호선","신반포","3","0","734","525","2463","7202","7172","9108","10087","10848","6506","7368","5543","5867","5052","5044","5949","5147","6571","6486","6275","7142","8916","6320","12572","7750","12252","8829","10294","11055","6071","8983","5541","4594","5792","4084","3645","3840","1055","2357","140","541","0","0","0","0","0","0","20231103"
"202310","9호선","신방화","0","0","4973","601","12016","2430","27807","5022","27463","11580","15214","7108","11958","6222","11108","7249","11418","7439","10729","7913","9342","10038","9662","10350","10650","14522","9864","16769","10093","23898","6117","20647","4548","13956","3510","10906","2566","10528","1017","6941","194","2137","0","1","0","0","0","0","20231103"
"202310","9호선","양천향교","3","1","4706","1279","10848","10426","29845","12485","31368","38093","16467","16165","12711","11310","13000","8828","14840","9544","13846","11403","13188","10163","14398","12314","18927","13156","23836","18486","31757","28650","11740","26053","8296","15560","7058","15408","4817","14801","2269","9730","347","3102","0","5","0","0","0","0","20231103"
"202310","9호선","여의도","23","0","2989","2652","4542","25793","8967","131199","11120","160268","12183","77145","15237","36292","22105","35669","24296","37280","30050","38625","33964","34219","43765","31787","62243","31607","147702","36751","145259","35517","73576","20636","65815","9864","51013","8665","28557","7786","9543","4505","1174","1978","0","206","0","1","0","0","20231103"
"202310","9호선","염창","27","0","12890","746","28175","4731","77494","8546","83846","20572","47630","12720","30926","11711","27059","12365","27164","14173","24171","17386","20691","19744","19896","24392","21583","32946","23707","45300","25047","73082","13966","61852","11322","39302","9494","35825","7088","33107","3132","21848","441","5711","4","699","0","1","0","0","20231103"
"202310","9호선","증미","4","0","2768","536","7800","3029","22802","10677","24292","42080","12963","16448","9312","6576","8953","6058","9035","6157","9251","6415","8061","7599","8340","7309","9942","9921","20766","12852","33730","19849","9874","15376","5648","9195","4298","8310","2362","7477","1094","5105","196","1383","1","0","0","0","0","0","20231103"
"202310","9호선","흑석(중앙대입구)","11","0","3631","1013","6530","4963","18953","11602","23214","26056","16105","18339","13504","16332","13920","14321","16035","15188","16645","14823","16905","15759","19863","13298","21913","17460","25731","22038","20133","29532","12249","20846","11811","13544","11540","12305","10021","11382","5387","7425","951","1841","0","5","0","0","0","0","20231103"
"202310","9호선2~3단계","둔촌오륜","0","0","422","317","1240","2117","3204","3254","3671","2668","2580","1606","1665","1218","1482","1250","1726","1263","1771","1075","1510","1241","2407","1357","3942","1728","2454","2272","1941","3217","889","2170","799","1678","1373","1364","943","1358","260","792","39","284","0","26","0","0","0","0","20231103"
"202310","9호선2~3단계","봉은사","3","0","1817","2120","5345","14579","9119","42521","10773","114998","10264","81533","12018","48911","18148","41138","23729","39752","30436","41280","36722","33992","43329","30334","57081","29074","80569","29047","107885","27212","52564","16320","38734","10050","33782","8598","20924","6396","5823","3824","809","785","0","0","0","0","0","0","20231103"
"202310","9호선2~3단계","삼성중앙","0","0","1054","668","3177","4442","6074","17186","7917","42727","6624","34768","6463","12303","6787","8767","8535","8019","9493","7942","9728","8577","10822","7079","14760","9312","26271","10377","39648","13067","18440","8695","11000","5230","9307","4947","5987","4257","2476","2778","448","743","0","0","0","0","0","0","20231103"
"202310","9호선2~3단계","삼전","16","0","4446","543","7457","2647","22384","4291","34783","11247","22277","7731","12521","5946","10632","6285","11183","7479","10738","8486","9600","8179","9123","10235","10190","12978","11679","18261","13768","27473","7350","22058","5678","13547","5228","13048","3863","11617","1789","7838","238","2223","0","264","0","0","0","0","20231103"
"202310","9호선2~3단계","석촌","0","0","3326","434","9701","2748","23430","5584","32104","12434","23844","11895","14630","9580","13290","9187","14718","11429","14763","11616","13893","12076","14704","13070","16594","14842","17673","21128","18797","32805","11900","24083","10463","15749","10743","14940","8876","13952","3730","7939","519","2349","0","3","0","0","0","0","20231103"
"202310","9호선2~3단계","석촌고분","2","0","3149","492","6655","2503","18225","4953","29876","14556","18777","10373","11166","6323","10088","6534","10485","7439","10191","7900","9109","9258","9038","9141","10546","12459","12167","15888","15305","23715","7187","19847","5702","12311","5316","11763","4232","10258","1504","6690","187","1931","0","1","0","0","0","0","20231103"
"202310","9호선2~3단계","선정릉","2","0","1182","1278","3948","7341","8531","19221","10409","57920","8787","44325","7463","20989","8417","12996","10708","12262","11619","14112","12920","11323","13729","11173","18214","11282","33275","13676","52033","15080","28301","11063","15472","8233","12849","7691","9889","7088","3782","4067","638","1208","0","1","0","0","0","0","20231103"
"202310","9호선2~3단계","송파나루","2","1","2075","349","4423","1692","13093","4506","18990","11679","11671","6991","7662","6184","6390","6893","7339","8623","8215","8023","7658","8116","7864","9316","8725","10420","10170","15213","12979","23665","7373","15758","6717","9083","7194","7720","5641","6645","2258","3847","377","1436","0","1","0","0","0","0","20231103"
"202310","9호선2~3단계","언주","1","0","1231","1305","2816","11735","7089","22399","9997","63632","9845","50082","10315","22519","11535","14237","14681","12341","13781","15086","15843","12778","19416","12418","26502","12836","40441","12675","57352","14765","28855","10160","16174","7055","12297","7026","8769","5621","3405","3683","477","1055","0","45","0","0","0","0","20231103"
"202310","9호선2~3단계","올림픽공원(한국체대)","1","0","2386","733","7023","6250","17060","7423","20472","19279","13869","14723","9577","16039","10427","20402","12230","18675","12494","22320","13449","23904","16774","29238","22279","38241","24381","40246","22954","33004","18084","27287","34518","12517","38880","10776","27451","10875","3332","6427","194","1797","0","7","0","0","0","0","20231103"
"202310","9호선2~3단계","종합운동장","1","0","1203","220","3494","1997","9193","5415","11435","12240","9004","8990","6371","5515","6512","5777","7434","6580","7694","7625","6966","7059","7236","7006","9244","8569","11732","11974","12653","16144","8120","11020","7610","6880","7530","6836","5602","5739","2814","3705","423","757","0","4","0","0","0","0","20231103"
"202310","9호선2~3단계","중앙보훈병원","3","0","4021","880","17014","10563","46353","13902","46792","19829","29369","15534","20813","15098","19427","10720","17736","11514","14542","13963","17712","14735","20368","12671","22392","13843","22091","21145","15773","36972","7024","26291","5108","18544","4136","16784","2895","15741","938","8193","130","1833","0","182","0","0","0","0","20231103"
"202310","9호선2~3단계","한성백제","0","0","1095","265","3211","1314","7637","2520","10529","6337","6490","5207","4413","4087","3962","3896","4970","3874","5099","4799","5515","4084","6093","4743","6605","5202","7462","6455","8575","8214","3579","7421","3075","3784","3069","3634","2204","3530","720","2396","76","821","0","0","0","0","0","0","20231103"
"202310","경강선","경기광주","0","0","3390","310","15757","2127","41390","6481","41758","9529","23217","5249","16051","4970","13226","5749","12315","6431","10909","7956","9363","8687","9000","11029","10971","17517","10876","20637","9431","37167","4712","25210","3169","21335","2366","13404","1687","10822","685","8106","2","65","0","0","0","0","0","0","20231103"
"202310","경강선","곤지암","2","1","924","159","3213","2017","7842","5653","6870","8289","5351","4148","3721","4118","4075","3972","4659","4071","4473","4139","4558","3647","5793","3669","6503","4737","9296","6495","8285","6230","2997","6665","1927","3980","1092","3919","484","2569","207","1990","0","0","0","0","0","0","0","0","20231103"
"202310","경강선","부발","3","0","1139","26","3360","1776","7147","6975","6522","6189","4682","2221","4053","2087","4863","2794","3797","2932","3510","2582","4497","2942","4123","3275","5133","4164","7541","5638","5560","5432","4301","7130","1801","4275","1184","3846","707","3529","332","2547","4","1645","0","0","0","0","0","0","20231103"
"202310","경강선","삼동","0","0","1600","157","5304","1327","13105","2330","12641","2643","8148","1211","4692","1085","3792","1699","3457","1915","3010","2228","2497","2979","2447","3996","2771","4760","3511","7805","3025","9465","1300","8314","934","6010","700","4369","365","3742","143","1708","12","36","0","0","0","0","0","0","20231103"
"202310","경강선","세종대왕릉","0","0","246","2","650","155","1094","800","1123","867","813","855","808","869","628","998","741","789","836","604","883","777","966","685","952","871","1123","740","951","1234","375","862","183","688","120","513","78","292","16","369","2","100","0","0","0","0","0","0","20231103"
"202310","경강선","신둔도예촌","1","0","673","89","2930","489","6225","2780","4855","3793","3580","1982","2896","1432","2371","1792","2686","1739","2527","1697","2226","1865","2607","2068","3519","2780","4401","3228","3656","5361","1513","3482","1165","3692","682","2549","275","2450","65","1805","0","3","0","0","0","0","0","0","20231103"
"202310","경강선","여주","13","0","1746","2","5021","772","8358","4043","7751","6126","5788","6863","6031","5249","5260","5111","5865","5550","6368","4848","6754","4550","8589","5577","8223","5589","7807","6336","5829","9485","3613","7142","2387","6523","1922","4701","869","2908","250","3866","2","1500","0","0","0","0","0","0","20231103"
"202310","경강선","이매","11","0","737","51","1973","1386","5261","2946","3746","3066","2159","1698","1883","1113","1720","1186","1825","1327","1639","1532","1554","1558","1874","1912","2357","2108","2436","3357","2445","3118","1486","2675","1236","1215","1574","1184","1136","663","381","289","10","95","0","0","0","0","0","0","20231103"
"202310","경강선","이천","16","0","1171","46","3446","1554","8638","6005","7587","9111","6052","4512","5798","3935","5115","5257","5045","4709","5098","4741","5307","5213","5714","5573","7288","5873","7363","8426","7884","8280","3931","8297","2916","5553","2426","4470","1201","4068","516","1586","5","1030","0","0","0","0","0","0","20231103"
"202310","경강선","초월","0","0","1605","311","6379","1877","16827","4859","16677","6016","10120","2415","6041","2238","5543","2451","5089","2636","4545","3244","4113","3644","4168","4664","5967","6278","6780","9055","5572","11843","2438","12425","1773","7609","1165","7646","686","4980","354","4163","0","0","0","0","0","0","0","0","20231103"
"202310","경강선","판교","7","0","932","20","2770","7582","5765","16465","4438","32450","3048","24391","3566","12795","4163","9416","4618","7464","5333","6521","6999","6024","9651","5748","11121","8024","19693","7629","25658","7240","18219","4958","18160","2093","10796","1857","6640","1472","2541","857","8","242","0","0","0","0","0","0","20231103"
"202310","경부선","가산디지털단지","1847","7","8410","3036","7081","15491","15396","53749","15759","135869","12573","64041","11468","21904","12482","15965","14346","16454","15333","17709","16373","17258","20878","17142","29858","20594","67479","25464","99707","28997","40208","20740","25057","13829","19759","13557","13433","11518","5636","6586","215","1169","0","0","0","0","0","0","20231103"
"202310","경부선","관악","343","1","8232","1759","13725","4047","34733","6765","30078","11612","17246","10833","12579","10645","11194","8102","12051","8643","11887","8582","11348","8765","11674","10772","13476","13920","13444","18629","11872","29909","7033","21987","5203","13565","4270","12818","2642","10760","1096","7567","49","587","0","0","0","0","0","0","20231103"
"202310","경부선","광명","0","0","21","1562","3576","3280","12121","7206","10659","7763","7733","6169","4379","4553","8021","2963","6389","8553","6011","802","4405","9209","10068","4637","3811","5664","10716","7509","10715","12122","8953","7107","3639","4602","8333","3150","3194","4904","1437","103","2","1","0","0","0","0","0","0","20231103"
"202310","경부선","구로","13454","45","23438","4480","18992","13312","37791","29159","35971","67458","28629","39107","22980","28495","22656","24470","24740","23699","25609","25334","26369","24997","29653","27180","35321","32081","49013","40479","55271","42195","25393","30055","20028","21547","16854","20140","11574","17790","4422","14558","19","12478","5","3","0","0","0","0","20231103"
"202310","경부선","군포","37","0","5393","2383","9026","8501","18661","31972","17801","38771","10933","8542","8733","5319","8203","5079","9198","5940","7830","7009","7345","6319","8115","7549","10544","9329","24190","11349","32353","15408","11160","12349","8863","7882","5336","6855","2612","6265","1160","3857","61","624","0","1","0","0","0","0","20231103"
"202310","경부선","금정","651","5","24997","6108","39418","21143","90540","45275","90384","87910","57818","35414","41522","24238","37141","25693","39157","28322","36742","30304","33615","31771","36020","40881","43111","51295","65987","69865","76338","95328","37129","76571","28851","46930","23984","45537","16894","37689","7248","25103","465","9502","4","2","0","0","0","0","20231103"
"202310","경부선","금천구청","697","4","12299","1556","19475","6351","43897","15535","41780","27780","26430","12166","20306","10305","18428","10398","18236","12968","16851","15210","14856","14363","15103","19875","16638","23426","17878","31160","25666","44902","11290","32945","8346","19175","6784","18980","4570","14700","1519","9708","44","645","0","0","0","0","0","0","20231103"
"202310","경부선","남영","199","3","2750","1296","4896","8476","13073","25611","19297","50823","12770","28780","10383","16154","11707","13923","12634","12573","12502","13372","13247","12105","17921","12942","23274","14781","30939","18665","38665","25547","17296","16228","15015","10927","15554","9644","12217","8934","5069","5806","76","542","0","0","0","0","0","0","20231103"
"202310","경부선","노량진","591","5","4894","2042","7321","5717","17772","8369","23122","16455","14654","12134","11350","10173","12159","13661","13768","14965","16722","14796","16736","14516","17606","17786","18876","23650","20083","33000","21875","46457","17701","27295","21935","15126","23280","12900","18069","10750","7126","6900","198","976","1","0","0","0","0","0","20231103"
"202310","경부선","당정","20","0","4227","1031","10488","3394","25408","8389","23970","16111","12783","9440","9902","5655","9503","5471","10540","7015","9158","6498","8786","6779","9149","8075","10337","10826","12850","13942","13552","21049","5948","17396","4760","12079","3947","10099","2871","9546","1286","6392","87","908","0","0","0","0","0","0","20231103"
"202310","경부선","대방","587","14","5017","2073","9827","8742","24896","29827","31074","40495","19970","20881","15837","12884","14681","12308","15524","13048","15359","14969","15138","13723","16034","16013","17401","19324","27827","25779","34863","35000","13623","21974","11387","15861","16924","14643","9989","13298","2323","8888","65","1444","0","0","0","0","0","0","20231103"
"202310","경부선","독산","717","6","8635","2795","19293","14091","47413","44809","43682","96805","25978","45001","20626","15961","19733","12229","21012","13656","19525","15901","18466","13715","20393","18074","29719","21409","58293","30551","69348","43970","30155","36277","17804","22409","12569","23638","8060","19528","2726","12045","92","862","0","0","0","0","0","0","20231103"
"202310","경부선","두정","1318","4","6311","1482","10406","4130","18734","11815","19061","19889","16120","20207","12313","15348","13053","11751","14928","14547","14405","13711","13633","12307","15892","10804","17800","15505","19679","20327","18041","27208","11067","17777","8622","15071","7527","10712","5228","10691","2696","8505","42","2584","0","0","0","0","0","0","20231103"
"202310","경부선","명학","173","1","6874","2164","10715","8855","26072","25509","21781","54264","13020","14892","9703","9531","9646","12360","10622","8682","10842","10459","12211","9395","12056","8202","17179","10479","29301","13159","37464","20829","13348","17000","11010","10186","7532","9032","4967","8195","1979","6417","139","1016","0","0","0","0","0","0","20231103"
"202310","경부선","병점","3797","32","9416","3874","29731","11271","56226","21664","47097","31070","32733","20751","27419","17289","26769","17357","26879","20947","23312","19147","24005","21456","27609","26715","32997","32661","34873","45426","32374","53584","20687","44813","14012","33068","12302","25380","8322","23144","2936","17745","29","6956","0","0","0","0","0","0","20231103"
"202310","경부선","서동탄","2","0","1423","4","5509","834","10700","1606","4514","1357","2840","898","2040","808","2110","1043","1754","1230","1691","1256","1530","1552","1868","2259","1797","2632","2010","3369","2250","5379","1104","5727","841","2892","540","2148","408","2695","103","1690","3","1261","0","0","0","0","0","0","20231103"
"202310","경부선","서울역","5","3","55","617","125","4203","12107","7024","23694","7937","19372","6342","16208","4836","18249","2968","21115","4591","18655","4591","8270","3945","22130","4783","20847","5077","21767","8215","23882","9152","19331","6022","17150","4007","20440","3621","16689","2956","9082","645","837","54","6","3","0","0","0","0","20231103"
"202310","경부선","서정리","133","2","4837","4730","11957","9243","17898","17426","17873","23079","14971","10876","13008","8093","13300","8791","14521","11155","12956","11743","13461","11466","16056","13618","21522","18441","37410","21955","23539","20043","13058","19391","10211","15208","7596","11421","4518","11843","2316","8461","84","976","0","0","0","0","0","0","20231103"
"202310","경부선","석수","454","4","8413","2899","15892","7793","36382","11535","35058","15005","21365","11216","15746","9042","13674","6381","13899","7949","12555","8778","11997","9521","13397","12515","15450","15094","17781","22345","16381","32652","9607","24398","6217","15757","5188","15138","3543","12656","1380","7594","86","469","0","0","0","0","0","0","20231103"
"202310","경부선","성균관대","253","5","9738","2283","28547","7851","67640","10203","56983","26533","30319","19060","23319","16497","21235","15851","23369","16207","21136","19467","19623","18545","21326","22353","28112","29092","28833","42163","25278","61351","16257","49833","13467","33160","12104","27493","9231","23104","4580","15937","228","2705","0","0","0","0","0","0","20231103"
"202310","경부선","성환","26","0","2502","906","4221","3082","7018","13796","7143","22835","7599","24262","7493","11226","8232","6794","10487","9800","13893","10339","12952","6570","16484","6692","24252","7957","22826","9088","15335","9078","6729","7361","5659","7012","3310","6432","2247","5683","986","5195","87","1132","0","0","0","0","0","0","20231103"
"202310","경부선","세류","571","3","4469","1306","9457","2954","16181","4149","10533","3904","6768","2889","5052","3014","4613","3502","4399","4117","4210","3475","3996","3879","4530","4457","6583","6241","7394","7433","5365","12892","3546","10286","2742","6854","2425","6289","1378","4645","479","2870","19","916","0","0","0","0","0","0","20231103"
"202310","경부선","세마","299","2","2526","1465","5867","3554","10409","4806","9624","10425","6679","2668","4927","2401","4523","2877","4739","2576","4755","3443","4206","3576","4813","3510","7113","6421","7346","7947","8306","9575","3275","7981","2416","5759","2253","5053","1240","4076","443","2406","55","180","0","0","0","0","0","0","20231103"
"202310","경부선","송탄","103","0","5802","1030","7963","4060","13475","6580","12304","8537","10145","4895","8795","4599","8914","4833","8435","6665","8379","6448","7326","7096","8560","8373","10161","10514","10723","13435","10641","13312","6066","13721","4367","10608","3618","8564","2253","7547","1144","6894","46","462","1","0","0","0","0","0","20231103"
"202310","경부선","수원","1932","64","22089","5160","38354","31987","75599","55585","73937","82531","53938","76396","49978","76751","55051","72919","59889","87860","61808","81185","64948","79457","82038","79586","100708","93705","102029","105947","106915","126796","82128","96394","87628","55967","65206","44724","56094","34950","22125","24174","644","7096","2","0","0","0","0","0","20231103"
"202310","경부선","신길","1006","6","10176","2415","10754","6396","23907","17501","31625","25782","19619","10350","12956","6767","11142","6700","13474","7520","11587","8683","10669","8402","11094","10673","13961","12936","19786","17391","26910","22834","11258","16439","8716","11977","10963","12701","6195","11053","2026","6359","78","1235","0","0","0","0","0","0","20231103"
"202310","경부선","신도림","516","9","2459","708","3836","3014","9232","6995","11349","15138","6920","7422","5096","5483","4905","4956","5342","5447","5508","5824","5522","5618","6019","6990","7219","7770","9519","10698","13164","14047","6350","8422","5128","5302","5376","4897","3444","4062","1712","2474","80","1084","0","0","0","0","0","0","20231103"
"202310","경부선","안양","507","6","16360","4924","34078","14793","82395","22336","73942","49486","45542","51051","35332","37899","35239","36514","40849","36014","39586","40800","40642","33646","46859","40221","59701","48791","55539","61186","41965","87547","27615","65504","23804","38042","23357","33131","18712","26054","8423","19258","407","1828","0","0","0","0","0","0","20231103"
"202310","경부선","영등포","4365","157","17246","7188","16807","26167","39741","57835","57850","123244","44217","94967","43520","77329","49632","83725","58817","92079","62764","98236","64465","82083","90755","82507","102005","86121","121645","96672","159106","110452","98123","70168","97246","42332","72620","34764","59799","27936","24130","16204","494","3588","12","11","0","1","0","0","20231103"
"202310","경부선","오산","668","2","8267","2282","15372","10643","27413","26945","28018","20915","21463","15757","19629","12647","18984","11491","20050","14078","17460","17329","17502","15989","18433","20401","23117","24848","26641","30060","27100","32903","16378","26089","12923","19414","8991","15422","5260","11410","2330","8593","73","756","0","0","0","0","0","0","20231103"
"202310","경부선","오산대","364","1","3305","1401","7274","2528","13925","4056","10767","10534","7074","6209","5948","6733","5766","6327","6479","5401","7527","5714","6840","5402","8953","4825","10897","6922","9856","10305","9788","13245","4296","10348","3494","6427","3083","6010","2027","4179","1073","3062","71","301","0","0","0","0","0","0","20231103"
"202310","경부선","용산","480","23","4980","6088","6797","40448","24062","84762","35241","149918","41834","116260","39866","86509","56428","80230","53598","82113","66971","83430","54923","81210","99605","85260","111929","83424","132124","87775","160516","91568","110363","61211","112519","41713","111184","28428","75427","14890","29517","6839","525","1442","3","2","0","0","0","0","20231103"
"202310","경부선","의왕","109","2","6575","3411","12650","10347","27217","29894","26652","29352","14794","10542","11462","8594","11290","8246","11829","9296","11163","10324","11757","9730","13285","11084","20023","14459","28362","17711","24874","25632","11641","19484","9007","13263","6255","12156","4234","9586","1888","6785","98","1135","0","0","0","0","0","0","20231103"
"202310","경부선","직산","71","0","1071","410","1575","1224","2165","2906","2278","3475","1655","1336","1544","989","1522","1071","1354","1247","1413","1172","1251","1228","1703","1304","1927","1582","3356","2222","3276","2406","1186","2152","868","1270","702","1192","307","868","187","865","20","179","0","0","0","0","0","0","20231103"
"202310","경부선","진위","27","0","992","361","1696","2840","3182","8882","2972","8510","2372","2888","1827","2297","2036","1319","2070","1211","2316","1457","2123","1420","3586","1627","4445","2071","7450","2669","9713","2709","3091","2708","1870","1745","1247","1631","610","1350","242","970","12","67","0","0","0","0","0","0","20231103"
"202310","경부선","천안","1982","7","3620","965","6340","3347","12569","7494","12294","16345","16011","15506","12535","14082","14366","15389","14459","15583","14397","15709","19983","13414","21603","15763","22823","14885","21376","20675","18589","21458","12487","13323","9793","10752","6751","6796","4223","5728","2238","3734","17","2594","2","0","0","0","0","0","20231103"
"202310","경부선","평택","131","2","8023","3259","14718","9454","29711","17363","31915","28897","28884","24651","26073","20350","24526","24696","25105","25852","26159","26016","25966","28903","28443","30007","32853","36024","36976","44115","33310","43906","24943","27518","23240","23996","15929","17434","13344","14263","7508","8073","98","2540","0","0","0","0","0","0","20231103"
"202310","경부선","평택지제","19","1","2366","8796","5294","11573","11990","13090","10613","7370","7727","5074","6294","3716","6261","4759","6921","4572","5214","4726","5906","5051","8139","6015","8623","7602","17440","9832","10761","11109","9985","9385","6138","6912","5119","5835","4564","5704","2118","3455","44","458","0","0","0","0","0","0","20231103"
"202310","경부선","화서","486","21","8848","2044","23439","10226","44469","7540","34320","11259","17319","6784","13633","7380","12005","7481","12246","8150","10535","9687","9987","9821","11036","11492","16890","16060","13326","24124","11546","36483","7081","30555","5047","17786","4100","13695","3340","12154","1120","7798","54","1415","0","0","0","0","0","0","20231103"
"202310","경원선","가능","614","9","8357","2047","11571","4185","24056","7707","22186","13911","13655","8346","13661","6499","12543","7663","12096","7759","10618","9484","9418","7944","9959","10206","11698","14262","12220","17374","9602","19746","6000","18431","4556","13081","3949","9320","2683","8168","1044","5204","82","2134","0","0","0","0","0","0","20231103"
"202310","경원선","광운대","2421","12","6833","1135","13597","3008","31087","6482","27621","19671","16391","11138","13651","11000","13457","14841","13764","10974","14472","12403","14335","12610","14770","12894","15345","16612","15714","19177","13148","26491","7237","20611","7152","13504","6908","12259","5832","9988","2800","9492","181","4499","2","0","0","0","0","0","20231103"
"202310","경원선","녹양","406","3","5436","906","8326","2472","17579","4928","15462","8568","9533","4869","8944","4003","8453","5408","8689","5388","7920","5987","6700","5381","7078","7215","7621","8897","8260","12237","7891","14357","4054","12482","2935","8718","2251","7038","1536","6331","590","4323","57","1525","0","0","0","0","0","0","20231103"
"202310","경원선","녹천","1416","30","4454","740","8014","1398","20911","4395","19366","4702","11650","2762","8867","3535","7707","3234","8092","4613","6418","4813","5431","5243","5423","6382","7017","8454","5833","10116","4614","14778","2809","12202","2068","7625","1731","6996","1308","5608","474","3910","38","1038","0","0","0","0","0","0","20231103"
"202310","경원선","덕계","21","0","5346","863","14266","4988","22437","4309","20831","6840","12046","4633","9202","3045","8358","3792","7244","4613","7001","5078","5862","4895","6725","6738","8342","8846","7021","14120","6739","15825","3300","16592","2460","9164","1600","8445","1355","6201","598","4818","17","1451","0","0","0","0","0","0","20231103"
"202310","경원선","덕정","0","0","3995","2052","9529","6746","19044","9559","20108","19109","13195","13080","10556","7361","10758","7055","11434","9129","12902","7998","10736","6760","12486","9215","14689","10482","15170","14562","14132","14986","5830","15899","4061","9312","3148","8682","2295","7303","1363","5241","176","1383","0","0","0","0","0","0","20231103"
"202310","경원선","도봉","432","29","7215","1258","9875","3080","19752","4106","18026","10169","13838","8409","11941","7978","11122","6938","10461","8860","10566","8271","10177","10113","9991","11162","9770","12788","10514","14480","9933","16611","4777","15647","3337","9161","2642","7514","1859","7042","871","4164","95","1543","0","0","0","0","0","0","20231103"
"202310","경원선","도봉산","433","15","6499","1030","9843","2845","20846","5205","20700","9401","15664","15582","13631","20422","13681","17849","16246","17618","20127","13731","24579","12356","26834","11607","27891","11317","22411","10022","17385","9984","9478","8894","5438","5432","3675","4663","2219","4395","922","2938","116","1123","1","1","0","0","0","0","20231103"
"202310","경원선","동두천","64","7","1191","871","2947","3420","5616","7114","6597","7189","5291","7319","5255","5382","4641","4453","4060","3260","5073","4453","4895","3854","6213","4413","6481","4377","5823","4415","5271","5611","2408","4611","1277","3840","695","3032","732","2228","372","2124","4","626","1","1","0","0","0","0","20231103"
"202310","경원선","동두천중앙","25","1","2858","646","5057","2408","8415","4140","8898","9663","6850","4658","6660","4157","5973","5351","6310","4632","6146","5124","5528","5110","5914","5675","5910","6095","6620","6969","6936","7087","2780","6524","2062","4481","1520","3379","939","3028","413","2462","30","882","2","0","0","0","0","0","20231103"
"202310","경원선","망월사","648","11","7977","1194","12368","3431","27455","6050","26772","20959","18757","16203","15793","11649","16427","17109","16185","14237","17326","12986","17202","14193","15987","14276","16450","17568","18625","19786","11968","25602","6753","22974","5270","14469","4359","12129","3842","10725","1650","7445","283","2694","0","0","0","0","0","0","20231103"
"202310","경원선","방학","890","3","12784","1686","15970","5540","34405","9460","31223","20189","22406","12185","19640","11764","18218","11003","19381","13214","17099","13469","15473","16232","15670","19223","16124","23294","16690","26546","17121","30331","10270","27855","6990","15963","5918","13854","4193","12107","1788","7107","206","2674","0","0","0","0","0","0","20231103"
"202310","경원선","보산","32","1","1455","537","2097","1112","4178","2590","4168","2971","3652","1836","3312","1751","3210","1886","3044","1729","3109","2160","3024","2524","3245","2785","4190","3147","4745","3931","3239","4295","1763","4720","1113","3588","820","2445","450","1783","240","1660","4","532","0","0","0","0","0","0","20231103"
